categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2018-02-06 00:00:00+00:00,purchas gift theyv absolut love,great item,Positive,2018,2,6
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-24 00:00:00+00:00,love husband th gener disappoint th gener th gener speaker sound much louder current th gener purchas expect qualiti sound better sinc use kindl watch tv show,disappoint,Negative,2016,6,24
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-18 00:00:00+00:00,great kid easi block purchas even better amazon prime,great kid,Positive,2017,1,18
"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media",2016-12-10 00:00:00+00:00,even im outsid bright sunlight word book im read still crystal clear alon make kindl oasi worth cost meth kindl oasi wake second book choos instantli open readi readit perfect size isnt heavi bulki realli read hour time sometim pace floor read sometim im ellipt machin read sometim im sit matter im kindl oasi remain comfort hold alway easi eyeswhen receiv book pdf time enlarg word wont allow enlarg word chang orient page word automat larger abl make note book need highlight word andor passagesmi merlot leather cover attract flip open like open cover bookhow make batteri laston kindl oasi page say dualbatteri charg system deliv month batteri life huge thing instead charg tablet almost everi day would abl read month without charg kindlei oasi perform well much condit met charg oasi last two monthsfirst limit read thirti minut day one imposs day abl read thirti minut dont occur often kindl goe everywher use everi spare moment readsecond wireless need turn one easi alway easi rememb time wireless need download one booksthird base light set way low keep light set anywher dont limit read thirti minut day tri rememb keep wireless turn light set kept anywher put kindl sleep second im done read long singl charg last ten day longest charg last far would kept charg sever day rememb turn wireless succeed keep wireless let know long charg lastsnow dont plug charg soon charg cover get low allow cover charg go low possibl go kindl batteri start drain sinc longer charg cover allow drain plug cover kindl comput chargeth one thing surpris everyth oasi black white reason thought mayb book cover would appear color sinc bought oasi read book color isnt neededspeci offer appear screen kindl go sleep wake arent distract honest kind fun look pay higher price wont appear kindl would rather see themi ask question kindl knew work known bought kindl oasi charg wouldnt last month would still bought ye would known everyth would appear black white would still bought ye would,reason love kindl oasi,Positive,2016,12,10
"Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",Electronics,2017-03-16 00:00:00+00:00,clariti screen backlit text make improv old tablet read low light enjoy color well enjoy new kindl present challeng set would recommend get help store get start,good step old kindl tablet,Positive,2017,3,16
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2017-06-30 00:00:00+00:00,lightweight portabl excel batteri life,work great,Positive,2017,6,30
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-19 00:00:00+00:00,good price product purchas middl school son,decent tablet,Positive,2016,11,19
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-20 00:00:00+00:00,love read book well play game tablet bought littl boy girl charg let play car road trip quit thing wish would section game play without wifi app need wifi run overal though love tablet,great tablet kid,Positive,2017,1,20
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-02 00:00:00+00:00,happi get amazon echo plu great,awesom,Positive,2017,12,2
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-08-25 00:00:00+00:00,decent reader beginn backlight good read dark also slip hand purchas cover buy,good beginn,Neutral,2017,8,25
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-07-16 00:00:00+00:00,bought tablet son damag previou one good purpos love play minecraft app read book eas dont tablet would get fire would realli need would surf web use app price u cant go wrong,great tablet,Positive,2016,7,16
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,may grandson love went long car trip abl watch movi keep entertain,well worth purchas,Positive,2017,1,18
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-26 00:00:00+00:00,easi log set good sound need remot volum chang radio station song repli,easi set,Positive,2017,12,26
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-04-01 00:00:00+00:00,set tablet geek squad monday april,love tablet,Positive,2017,4,1
"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,2016-12-14 00:00:00+00:00,look pretti solid updat review soon gift open,bought gift,Positive,2016,12,14
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-07-29 00:00:00+00:00,need devic listen book long drive pair easili car download audibl book snap,great bluetooth devic audibl book,Positive,2016,7,29
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-23 00:00:00+00:00,need abl download app make fun,good inexpens tablet,Positive,2016,6,23
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-04-07 00:00:00+00:00,im window person window im still learn happi size fit easili purs hate touch item alway seem touch wrong area like spell someth go letter get one letter next slow type one reason dont smartphon pretti good guess would recommend way world turn howev dont make glass protect screen cover plastic,job,Positive,2017,4,7
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-27 00:00:00+00:00,good starter tablet bad run amazon os,good price,Positive,2017,3,27
"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-04-20 00:00:00+00:00,realli enjoy read new kindl voyag kindl model one especi like bright light itonli drawback need get use turn page littl hesit,great reader,Positive,2015,4,20
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-08 00:00:00+00:00,bought gift wife love screen handi recip,wife love use,Positive,2018,1,8
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-07-10 00:00:00+00:00,old kindl camera much thicker one great camera much slimmer,nice upgrad,Positive,2017,7,10
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-14 00:00:00+00:00,great tablet price would give star includ sort instruct manual otherwis definit recommend,great tablet price love,Positive,2017,4,14
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-24 00:00:00+00:00,definit recommend tablet perfect children,good tablet,Positive,2017,1,24
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-09-12 00:00:00+00:00,amazon consist deliv qualiti tablet best price except,great littl tablet dont need hd resolut,Positive,2016,9,12
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-11-16 00:00:00+00:00,love kindl mani app game offer download love book select easi navig charger seem bit loos though,easi navig great product,Positive,2016,11,16
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-09 00:00:00+00:00,featur need granddaught easi use im happi,great beginn tablet,Positive,2016,12,9
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-10-14 00:00:00+00:00,bought children hold plenti app safe use parent control pretti durabl definit recommend buy screensav case,great buy,Positive,2016,10,14
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-06-21 00:00:00+00:00,say enjoy book magazin hard beat backlit issu take everywher enjoy version much,great size batteri awesom,Positive,2017,6,21
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-03-19 00:00:00+00:00,love thisit kidproofi activ year old grandson enjoy much,great product,Positive,2017,3,19
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-03-02 00:00:00+00:00,im enjoy eas sever read option without bulk,perfect need,Positive,2018,3,2
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-18 00:00:00+00:00,fairli easi use set use annoy issu kid tri talk mainli use music gener inform,pretti sweet,Positive,2018,1,18
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-08 00:00:00+00:00,bought gift issu product purchas,gift,Positive,2016,12,8
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,happi kindl fire hd easi use,great e reader email,Positive,2017,1,7
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-06 00:00:00+00:00,may increment upgrad origin amazon echo definit worth mile ahead googl home,make fun home,Positive,2017,12,6
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-22 00:00:00+00:00,kind realli good dauther like good product would reccomend al firend famili,love,Positive,2016,6,22
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-11 00:00:00+00:00,devic price right give gift year old,great valu,Positive,2016,11,11
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-30 00:00:00+00:00,great tablet kid entertain inform kid learn,awesom,Positive,2016,12,30
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-22 00:00:00+00:00,went store look bluetooth speaker music left work great sound good,great buy,Positive,2017,12,22
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-22 00:00:00+00:00,far function work well surf internet match movi check social media anyth els tablet suppos app store good varieti app mani itun store plenti varieti reason knock star constant ad know amazon product ad get littl annoy,work advertis ad get annoy,Positive,2017,1,22
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-11-25 00:00:00+00:00,almost year old reciev christma year set prior love parent lock timer soooooo mani fun charact choos enjoy everi level case soft light sterdi,love,Positive,2016,11,25
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-02-22 00:00:00+00:00,im amazon prime member show awsum use commun son live seattl watch amazon pirim tvplay amazon music text play game read lyric song play love,alexa sweet,Positive,2018,2,22
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,need buy addit part great,love alexa,Positive,2017,12,1
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-22 00:00:00+00:00,great tablet reason expect definit pay extra total get gb tablet fastest tablet definit quickli sort busi spreadsheet applic etc everyth ipad etc price point cant beat peopl say cant download chrome googl playstor wrong tablet fire without root abil add gb card brainer want play game watch moviestv surf net email etc know lot peopl dislik amazon product obvious one,great deal great basic tablet,Positive,2016,6,22
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-08 00:00:00+00:00,echo plu seem work say run two light far plan set seven nice product,echo plu,Positive,2018,1,8
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-13 00:00:00+00:00,easi play help learn children,grat toy children,Positive,2016,12,13
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-18 00:00:00+00:00,loooooov tablet well year old kid app make way fun safe kid enjoy,great tablet kid,Positive,2017,5,18
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-07-23 00:00:00+00:00,brought daughter love wish googl stuff,tablet,Positive,2016,7,23
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,love alexa control almost smart thing help control light power devic help us get readi day music connect directli amazon prime music love sound clear crisp call alexa far away shell add item shop list alexa app simpl view list control smart thing,great support home,Positive,2017,12,1
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-05 00:00:00+00:00,new version much better integr hub work great respons time better previou upgrad one older version respons,better previou version,Positive,2017,12,5
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-04-14 00:00:00+00:00,cheap impress never,good,Negative,2017,4,14
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-08-05 00:00:00+00:00,newphew love he year old easili use tablet,great,Positive,2016,8,5
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,amaz much stuff everyth alarm clock listen musicask question control devic sound front speaker realli great,pretti cool stuff,Positive,2017,12,22
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-07-15 00:00:00+00:00,need replac old nook look fire littl unsur price though get pay travel alot work earn place travel bag well time actual back pocket quick access get read done anyth carri person travel high prais mean valu import,exactli need,Positive,2016,7,15
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-27 00:00:00+00:00,sale associ knowledg enough lead right direct purchas product that compat mother arlo secur camera work great,echo show mom,Positive,2017,12,27
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-16 00:00:00+00:00,ad dot purchas daughter love portabl charg featur realli like great gift,great addon echo,Positive,2017,1,16
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-06 00:00:00+00:00,great product exchang unit nd gener space limit work great,great product,Positive,2018,1,6
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-16 00:00:00+00:00,echo show muchth music line goodit anyth,echo show fun usei,Positive,2017,12,16
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-23 00:00:00+00:00,work great easi convers age guy without much technolog experi,christma purchas,Positive,2016,12,23
"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-03-16 00:00:00+00:00,love kindl fire take awesom pictur conveni go,kindl fire,Positive,2017,3,16
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-02-03 00:00:00+00:00,bought year old love easi use perfect size hand,great tablet kid,Positive,2017,2,3
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-11 00:00:00+00:00,bought niec work perfect easili navig menu featur,solid tablet,Positive,2017,3,11
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-04 00:00:00+00:00,work perfectli smart home connect devic coupl amazon prime voic speaker clearli understand close across hous,simpl easi grwat smart home,Positive,2018,1,4
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2017-07-09 00:00:00+00:00,fit easili smallest purs alway hand wait line travel lightweight especi without case shape back provid easi grip acceleromet allow held either hand would like abl charg reader case separ that minor thing,great size travel,Positive,2017,7,9
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-22 00:00:00+00:00,echo great choos music get inform voic sooth,fun interest,Positive,2017,12,22
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-04-22 00:00:00+00:00,love kindl make read night easi feel like read real book,feel like real book,Positive,2017,4,22
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-26 00:00:00+00:00,bought grandson pleas qualiti case protect well,great tablet year old,Positive,2017,5,26
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-14 00:00:00+00:00,realli like child engag differ app download,great keep kid entertain,Positive,2016,12,14
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-15 00:00:00+00:00,im big appl consum around ton research test went alexa siri appl home kit make full home smart hous,great,Positive,2017,12,15
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-08-13 00:00:00+00:00,sister inlaw recommend wife thought would tri one right size lay bed even read good book,love thing,Positive,2016,8,13
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-02 00:00:00+00:00,ifeel confid purchas product best buy due protect coverag,alexa much fun,Positive,2018,2,2
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-04-18 00:00:00+00:00,daughter bought show year old grandson could get touch got home school bought one could call us see love,love alexa show,Positive,2018,4,18
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-13 00:00:00+00:00,tablet great tool use world wide web check email,great web surf email,Positive,2017,2,13
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-10 00:00:00+00:00,love abl set timer play music turn wifi connect lamp without move couch,nice sound,Positive,2017,12,10
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-14 00:00:00+00:00,great littl kid problem break stuff,awesom,Positive,2016,12,14
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-29 00:00:00+00:00,realli enjoy product much actual bought fun watch even better amazon prime custom music video,best best,Positive,2017,12,29
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-20 00:00:00+00:00,enjoy alexa much ask look forward secur monitor,love,Positive,2017,12,20
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-03-26 00:00:00+00:00,purchas sinc bought grandson tablet christma tablet slow consid price that oki problem charger wont charg use tablet charger need plug move chargefor price tablet ok,good first tablet,Neutral,2017,3,26
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-01-21 00:00:00+00:00,love real book great travel keep bookshelv lighter wish could buy larger storag without buy larger size pad also suck gig gig taken os advertis serious read pdf need gig os lame last thing would chang abl revers letter night could white letter black background less bright eye,okay,Neutral,2018,1,21
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-09-30 00:00:00+00:00,got kid tailor kid like work,amazon fire kid edit,Positive,2016,9,30
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-07-22 00:00:00+00:00,kindl product purchas easi use,kindl produc great product,Positive,2016,7,22
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-07 00:00:00+00:00,bought year old great parent control allow keep track monitor use would recommend other get children,great kid,Positive,2016,12,7
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-21 00:00:00+00:00,nephew love kindl durabl structur withstand drop,kindl rock,Positive,2016,9,21
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,teenag love read purchas great purchas,read lover,Positive,2017,1,7
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-03-19 00:00:00+00:00,great amazon devic love hous awesom,great,Positive,2018,3,19
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-12-24 00:00:00+00:00,god tablet camera could littl better,good tablet star,Neutral,2016,12,24
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-12 00:00:00+00:00,amazon fire perfect need nice screen memori size realli nice app preinstal readi use black friday price beyond wonder,great tablet great price,Positive,2017,1,12
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-03-08 00:00:00+00:00,item easi set ad valu home,excel item home light,Positive,2018,3,8
